ID,field1,field2,field3,field4,field5,Timestamp
25,27.278086377374088,51.417839682283734,53099.44037112945,0,1,2025-06-09 08:45:40.391233
26,30.55461294854933,54.537359908225355,65344.49254906578,0,0,2025-06-09 08:46:40.391233
27,24.245032112888488,65.62910660285085,64268.580520342846,0,0,2025-06-09 08:47:40.391233
28,31.87849009172836,58.925551182057504,65752.5871790991,0,0,2025-06-09 08:48:40.391233
29,26.996806550405974,59.23134592996338,32809.18357315773,0,1,2025-06-09 08:49:40.391233
30,28.541531251033618,73.13473161325237,28060.96405690738,0,0,2025-06-09 08:50:40.391233
31,26.991466938853016,53.03538910213312,42228.61506495459,0,0,2025-06-09 08:51:40.391233
32,39.26139092254469,78.6419952588735,49652.317809146894,0,0,2025-06-09 08:52:40.391233
33,29.93251387631033,53.28692408628914,45161.57745735421,0,1,2025-06-09 08:53:40.391233
34,24.711445355220498,60.89198196612571,12466.193373242488,0,0,2025-06-09 08:54:40.391233
35,34.11272456051594,57.18796404597233,84433.85224270285,0,0,2025-06-09 08:55:40.391233
36,23.895781750144888,61.23419133500961,44519.08022228529,0,0,2025-06-09 08:56:40.391233
37,31.044317975023777,64.4459199507313,53454.088331539075,0,0,2025-06-09 08:57:40.391233
38,20.201649380601122,64.33835240088877,74890.97981526118,0,0,2025-06-09 08:58:40.391233
39,23.359069755507846,52.4688266937942,3100.554609575898,0,1,2025-06-09 08:59:40.391233
40,30.984306179345616,48.77085322552429,39766.12256176576,0,0,2025-06-09 09:00:40.391233
41,33.69233289997705,85.03171790905711,42257.65452840391,0,0,2025-06-09 09:01:40.391233
42,30.85684140594985,55.160156603994466,43273.79909098711,0,0,2025-06-09 09:02:40.391233
43,29.421758588058797,66.99212438671987,46530.268185720946,0,0,2025-06-09 09:03:40.391233
44,28.494481522053555,43.923586894768036,78942.6959688969,0,0,2025-06-09 09:04:40.391233
45,22.607390048162863,57.203872800953235,63469.17751454445,0,0,2025-06-09 09:05:40.391233
46,26.400778958026457,58.72800616017557,69160.70537257659,0,0,2025-06-09 09:06:40.391233
47,27.696806145201062,64.72815069927833,50942.405436218476,0,1,2025-06-09 09:07:40.391233
48,35.285611131094576,32.77545859008061,22012.539077089976,0,0,2025-06-09 09:08:40.391233
49,31.71809144784231,61.661406130783305,8406.05929707986,0,0,2025-06-09 09:09:40.391233
50,21.18479922318633,48.50258544632107,19411.84553536738,0,0,2025-06-09 09:10:40.391233
51,31.620419846973974,63.24345711194924,57195.314083320394,0,0,2025-06-09 09:11:40.391233
52,28.074588597918417,49.63670803161837,50635.3942539527,0,0,2025-06-09 09:12:40.391233
53,26.615389998470206,51.44517304074419,45796.72704887985,0,0,2025-06-09 09:13:40.391233
54,33.058381444204336,57.26372389606732,42628.46186519727,0,1,2025-06-09 09:14:40.391233
55,35.154997612479754,49.476705303968046,90234.43150885493,0,0,2025-06-09 09:15:40.391233
56,34.65640059558099,55.24465553264645,33541.92818047051,0,0,2025-06-09 09:16:40.391233
57,25.803912383886807,48.06624231456685,68556.38912232118,0,1,2025-06-09 09:17:40.391233
58,28.453938120743928,41.66829548301273,50038.25872041988,0,0,2025-06-09 09:18:40.391233
59,31.65631715701782,70.1795705242936,48781.209764280065,0,1,2025-06-09 09:19:40.391233
60,34.877725635611796,47.039513071760716,73532.75097233488,0,0,2025-06-09 09:20:40.391233
61,27.60412881077355,58.21319112392016,79250.60765382889,0,0,2025-06-09 09:21:40.391233
62,29.071705116680914,67.52891081493784,45209.010862303236,0,0,2025-06-09 09:22:40.391233
63,24.46832512996986,53.85055897483957,65984.05438484284,0,0,2025-06-09 09:23:40.391233
64,24.018966879596647,51.74834100254462,57277.82724300108,1,0,2025-06-09 09:24:40.391233
65,34.06262911197099,62.262380886674215,50148.74277619829,0,0,2025-06-09 09:25:40.391233
66,36.78120014285412,71.17933822727151,54085.09885314052,0,0,2025-06-09 09:26:40.391233
67,29.63994939209833,48.30684734913531,36239.82370310325,0,1,2025-06-09 09:27:40.391233
68,35.01766448946012,58.49852167982561,43878.0121333783,0,0,2025-06-09 09:28:40.391233
69,31.80818012523817,42.67505405032672,38387.294404945875,0,0,2025-06-09 09:29:40.391233
70,26.77440122697438,56.0679899631781,68027.53432857839,0,0,2025-06-09 09:30:40.391233
71,31.80697802754207,60.34204684538076,48095.97768917875,0,0,2025-06-09 09:31:40.391233
72,37.690182832329846,51.453753582449345,24045.719507699232,0,0,2025-06-09 09:32:40.391233
73,29.820869804450243,55.430081661747685,35531.255536738245,0,0,2025-06-09 09:33:40.391233
74,37.82321827907003,45.917732316925495,-13985.292904243564,0,1,2025-06-09 09:34:40.391233
75,16.901274479551276,60.770786113814935,40110.147962357034,0,0,2025-06-09 09:35:40.391233
76,34.10951252187612,70.5569424888315,50752.90130194299,0,0,2025-06-09 09:36:40.391233
77,30.435235341190857,49.028561302295365,47277.28302266053,0,0,2025-06-09 09:37:40.391233
78,28.504963247670663,53.77328233447617,89603.08703062785,0,0,2025-06-09 09:38:40.391233
79,30.45880388267751,65.02546246454182,61498.12081830074,0,0,2025-06-09 09:39:40.391233
80,20.062155426995538,72.12090719322737,60609.03706178302,0,0,2025-06-09 09:40:40.391233
81,28.90164056081244,45.068101877910685,17134.61930859444,0,0,2025-06-09 09:41:40.391233
82,31.78556285755873,58.312152625840504,42707.15891765735,0,0,2025-06-09 09:42:40.391233
83,37.38947022370758,62.83130822319525,40266.74385352609,0,0,2025-06-09 09:43:40.391233
84,27.40864890863176,58.97943609371152,34278.37602383984,0,0,2025-06-09 09:44:40.391233
85,25.95753198553406,35.23207933122913,34002.386689733066,0,0,2025-06-09 09:45:40.391233
86,27.491214782077318,65.01090009308771,13837.540921167529,0,0,2025-06-09 09:46:40.391233
87,34.57701058851037,75.19336351090644,24482.93590637343,0,0,2025-06-09 09:47:40.391233
88,31.643755548298422,61.16661751169504,67481.86805529898,0,0,2025-06-09 09:48:40.391233
89,27.351198981164806,49.68893946705737,47141.70616013635,0,0,2025-06-09 09:49:40.391233
90,32.56633716556678,54.86872753635717,39871.95163451332,0,0,2025-06-09 09:50:40.391233
91,30.4853877467402,77.69913067655594,49891.77330694584,0,0,2025-06-09 09:51:40.391233
92,34.84322495266444,69.09962540860559,73347.81357402302,0,1,2025-06-09 09:52:40.391233
93,26.489734530613237,66.40026618384329,50084.210417515715,0,0,2025-06-09 09:53:40.391233
94,28.361689267011158,63.56412583534376,60807.48261862076,0,0,2025-06-09 09:54:40.391233
95,28.039459234339212,53.38862887809027,33067.90315223485,0,0,2025-06-09 09:55:40.391233
96,22.682425259339407,57.994288193442316,37627.400985065615,1,0,2025-06-09 09:56:40.391233
97,31.48060138532288,59.22077264321484,57079.537701273504,0,0,2025-06-09 09:57:40.391233
98,31.305276360899448,65.49574316064444,87853.07416674227,0,0,2025-06-09 09:58:40.391233
99,30.025567283212304,75.08918894266904,78595.49719029748,0,0,2025-06-09 09:59:40.391233
100,28.827064333124266,71.18338136793128,61656.56138912278,0,0,2025-06-09 10:00:40.391233
101,22.92314628974793,45.806156442039594,53028.67520321436,0,1,2025-06-09 10:01:40.391233
102,27.896773386173205,62.23994968901049,78021.38711254342,0,0,2025-06-09 10:02:40.391233
103,28.286427417366152,67.36763345167897,65893.56646090248,0,0,2025-06-09 10:03:40.391233
104,25.988613653891903,66.18860330144635,4126.759552586773,1,0,2025-06-09 10:04:40.391233
105,29.193571441669953,53.7076623661258,28921.38304289556,0,0,2025-06-09 10:05:40.391233
106,32.02025428407269,89.14109215768362,56762.80650715863,0,1,2025-06-09 10:06:40.391233
107,39.43092950605265,47.22915437668881,14260.648688980553,0,0,2025-06-09 10:07:40.391233
108,30.872889064159196,49.1681155333395,32048.21990486276,0,0,2025-06-09 10:08:40.391233
109,31.28775195361382,62.33595081261576,36003.70112684052,0,0,2025-06-09 10:09:40.391233
110,29.627770421169163,81.16803054963853,44876.681875083326,0,0,2025-06-09 10:10:40.391233
111,20.406143923504793,51.63805149295829,44251.39583547584,0,0,2025-06-09 10:11:40.391233
112,29.867430622753915,57.34171634353008,44217.59145666346,0,0,2025-06-09 10:12:40.391233
113,30.301151049705133,70.77293673015693,66506.15034480627,0,0,2025-06-09 10:13:40.391233
114,42.316210562426434,59.82137845112266,44695.52269098932,0,0,2025-06-09 10:14:40.391233
115,29.038195176094387,56.65396145469704,42307.39735857532,0,0,2025-06-09 10:15:40.391233
116,31.507736711668063,65.6563290188672,23016.557917129674,0,0,2025-06-09 10:16:40.391233
117,29.826441151473784,62.725179902295935,70486.9240397165,0,0,2025-06-09 10:17:40.391233
118,24.15660981190234,70.30438785636791,36570.04972105028,0,0,2025-06-09 10:18:40.391233
119,35.7141140725751,72.91468889065364,28259.393439974498,0,0,2025-06-09 10:19:40.391233
120,33.75966516343387,63.07003060005362,54261.81149737942,0,0,2025-06-09 10:20:40.391233
121,33.95515973521523,62.91732725378309,34661.174752338746,0,0,2025-06-09 10:21:40.391233
122,25.453062726026303,62.14110982286134,39480.94520411412,1,0,2025-06-09 10:22:40.391233
123,37.013971554680495,64.89130556649287,55169.20348638138,0,0,2025-06-09 10:23:40.391233
124,22.990744686038596,60.55170637871464,43470.34752440888,0,0,2025-06-09 10:24:40.391233
125,32.93428546900135,59.99391517677711,96232.18750601268,0,0,2025-06-09 10:25:40.391233
126,40.952278129049894,71.96627120827242,48503.42913361604,0,0,2025-06-09 10:26:40.391233
127,25.04731837434656,75.16116180355043,62356.76437758444,0,0,2025-06-09 10:27:40.391233
128,27.16851135198614,44.92447055366579,11166.119050141097,0,0,2025-06-09 10:28:40.391233
129,30.498256825438204,60.10021151740569,32787.017361705395,0,0,2025-06-09 10:29:40.391233
130,27.482621729419005,53.113055665547655,28261.72610166575,0,0,2025-06-09 10:30:40.391233
131,22.246682844669337,56.890285335139275,30912.405533947425,0,1,2025-06-09 10:31:40.391233
132,30.342814874030136,64.02516209735322,58310.75987674005,0,0,2025-06-09 10:32:40.391233
133,24.688481431369475,66.69438371542468,70711.3013555482,0,0,2025-06-09 10:33:40.391233
134,32.36796215317591,58.87873556388655,56892.610092690215,0,0,2025-06-09 10:34:40.391233
135,25.402878828830985,40.866596652771975,45467.10752867382,0,0,2025-06-09 10:35:40.391233
136,37.7496720250877,50.349544194238206,37382.89922575161,0,0,2025-06-09 10:36:40.391233
137,26.083733538318814,68.96499670200166,72271.99502373018,0,0,2025-06-09 10:37:40.391233
138,28.38969241897162,32.59573577965069,91425.10908309724,0,0,2025-06-09 10:38:40.391233
139,34.06758608684835,71.87427151682,52701.114095673816,0,1,2025-06-09 10:39:40.391233
140,23.845678417830225,65.21229990644541,68787.26128143145,0,0,2025-06-09 10:40:40.391233
141,31.137299673020646,73.16176081530023,56867.4069959095,0,1,2025-06-09 10:41:40.391233
142,36.53571377141214,58.0143081311904,65110.09812931179,0,0,2025-06-09 10:42:40.391233
143,21.96258382719386,39.38594575977095,26709.06443779767,0,1,2025-06-09 10:43:40.391233
144,30.92316929266152,64.30362641506498,40237.27439715752,0,0,2025-06-09 10:44:40.391233
145,31.299413971242117,72.7465312403834,57909.38880091168,1,0,2025-06-09 10:45:40.391233
146,33.909114358886555,69.24721805513421,74249.81888163959,0,0,2025-06-09 10:46:40.391233
147,23.81524644560959,53.37308516511965,33637.31556724651,0,0,2025-06-09 10:47:40.391233
148,23.397716934578618,60.86761075462647,9334.017779197464,0,0,2025-06-09 10:48:40.391233
149,32.60970782808449,54.67163731220076,40034.71147117502,0,0,2025-06-09 10:49:40.391233
150,31.48492336616593,51.80733535810628,70202.614286965,0,0,2025-06-09 10:50:40.391233
151,31.252464251729382,69.55388571179851,18322.08817824301,0,0,2025-06-09 10:51:40.391233
152,31.732241047484877,48.02467688734838,26461.602157368317,0,0,2025-06-09 10:52:40.391233
153,26.599876392107547,51.06183569418387,53118.37172102224,0,0,2025-06-09 10:53:40.391233
154,31.161268485805017,48.95974366527614,47680.57494477072,0,0,2025-06-09 10:54:40.391233
155,31.465362366493405,45.09752476700953,61889.329631064546,0,1,2025-06-09 10:55:40.391233
156,26.42824290986816,61.464142918426035,25425.464791088416,0,0,2025-06-09 10:56:40.391233
157,39.328872555723784,71.61503048481975,43500.428116626645,0,0,2025-06-09 10:57:40.391233
158,32.36916460455894,58.15123243754734,73903.70804806196,0,0,2025-06-09 10:58:40.391233
159,24.043482513986756,44.94252199435834,26142.07612726432,0,0,2025-06-09 10:59:40.391233
160,33.28276804316915,68.39944539742028,79538.24592620537,0,0,2025-06-09 11:00:40.391233
161,25.126591648863393,76.85701754034972,28651.660282226225,0,0,2025-06-09 11:01:40.391233
162,33.93542301871226,53.53757675853406,66987.63154755221,0,0,2025-06-09 11:02:40.391233
163,35.79297789503702,55.21445733282282,42540.82979573749,0,0,2025-06-09 11:03:40.391233
164,25.89658840824145,65.15660630083394,27101.834847220467,0,0,2025-06-09 11:04:40.391233
165,34.816880646221605,76.21873747785051,40062.01905694803,0,0,2025-06-09 11:05:40.391233
166,32.063904634682494,54.80165854274774,60898.58376357988,1,0,2025-06-09 11:06:40.391233
167,34.11030079997245,46.67550219001795,49862.92010197018,0,0,2025-06-09 11:07:40.391233
168,39.48396491326974,66.31418606272406,72369.38822886688,0,0,2025-06-09 11:08:40.391233
169,28.773059419985646,67.990680731423,78714.80121869763,0,0,2025-06-09 11:09:40.391233
170,26.23131917821255,60.06131450435227,26339.38669364299,0,0,2025-06-09 11:10:40.391233
171,25.552427851872384,54.418667403425495,24874.6171017931,0,0,2025-06-09 11:11:40.391233
172,25.920948575172808,69.94378730992047,23904.124527583164,0,0,2025-06-09 11:12:40.391233
173,29.614491452929478,65.28036004547964,32016.078079039617,0,0,2025-06-09 11:13:40.391233
174,31.70575987408322,52.31564483096507,72084.29041639488,0,1,2025-06-09 11:14:40.391233
175,31.383453996650097,60.490947313056715,61207.2390133347,0,0,2025-06-09 11:15:40.391233
176,34.13591624518012,46.48292467975354,39099.44854155136,0,0,2025-06-09 11:16:40.391233
177,30.065009459389536,66.8589045643792,49777.94818754331,0,0,2025-06-09 11:17:40.391233
178,37.26767038578659,57.37766430617144,78086.11010331877,0,0,2025-06-09 11:18:40.391233
179,28.67671583381022,55.64289167615263,88160.2170195824,0,0,2025-06-09 11:19:40.391233
180,43.600845832948096,59.67125514847566,55187.68666885604,0,0,2025-06-09 11:20:40.391233
181,33.128336738825034,60.40307699330248,-3185.623680947974,1,0,2025-06-09 11:21:40.391233
182,25.714212217918586,68.9493006156556,55945.74189519946,0,0,2025-06-09 11:22:40.391233
183,24.64553750969444,65.91090531325221,68694.96259082695,0,0,2025-06-09 11:23:40.391233
184,32.41236207621593,58.435907212071974,54492.6463171215,1,0,2025-06-09 11:24:40.391233
185,28.882686073370746,67.63668149718995,64530.298374695674,0,0,2025-06-09 11:25:40.391233
186,33.57000247046046,64.00737253691614,57141.307489207684,0,0,2025-06-09 11:26:40.391233
187,32.366188122867726,55.73400363713963,25307.091650362694,0,0,2025-06-09 11:27:40.391233
188,29.635855436715637,58.75281841763514,32275.231332730746,0,0,2025-06-09 11:28:40.391233
189,25.766031409657977,58.51777111156879,43576.95625739687,0,0,2025-06-09 11:29:40.391233
190,22.425763876570677,65.05261343174202,71308.29556476703,0,0,2025-06-09 11:30:40.391233
191,27.767425239664895,56.32977385278358,34682.31863358759,0,0,2025-06-09 11:31:40.391233
192,34.28199397161736,56.09590813578367,59118.05266335294,0,0,2025-06-09 11:32:40.391233
193,31.07046872065102,79.68757309433958,56073.851878423935,0,0,2025-06-09 11:33:40.391233
194,23.771306106440058,69.39735481747104,81723.9453015826,0,0,2025-06-09 11:34:40.391233
195,30.86590462925591,52.393993355748606,49166.40443741171,0,1,2025-06-09 11:35:40.391233
196,31.926586898644185,65.70940993942199,14904.831634474831,0,0,2025-06-09 11:36:40.391233
197,25.580712818994336,61.18350065655177,62937.40929793556,0,0,2025-06-09 11:37:40.391233
198,30.76862552972764,63.915511752600935,92761.10423268008,0,0,2025-06-09 11:38:40.391233
199,30.29104359223,61.373413245651044,64247.66689732912,0,0,2025-06-09 11:39:40.391233
200,24.285148510846884,71.89642645485236,34246.76816379186,0,0,2025-06-09 11:40:40.391233
201,31.788936801741418,63.45620344651446,28361.082416420708,0,0,2025-06-09 11:41:40.391233
202,32.803922631841175,59.37911301785713,30940.623329851896,0,0,2025-06-09 11:42:40.391233
203,35.41525621587638,70.42190576983018,90066.23760764091,0,0,2025-06-09 11:43:40.391233
204,35.26901026017451,62.33285041087872,43453.45118957128,0,1,2025-06-09 11:44:40.391233
205,23.111653160214544,61.21478579329058,36747.13212343945,0,0,2025-06-09 11:45:40.391233
206,25.310874800424386,63.14022602486114,46831.26711745533,0,0,2025-06-09 11:46:40.391233
207,32.5751763360433,59.06390976633634,43661.85902788596,0,0,2025-06-09 11:47:40.391233
208,32.56892975456105,60.09226992995469,81353.00719575008,0,0,2025-06-09 11:48:40.391233
209,32.57523843153024,54.133054112381274,29710.45017967394,0,1,2025-06-09 11:49:40.391233
210,49.26365745327361,52.48832780376121,73612.86463320893,0,0,2025-06-09 11:50:40.391233
211,32.85445255346583,50.014296135175606,52441.84192902169,0,0,2025-06-09 11:51:40.391233
212,35.677828200902994,46.08016713202924,74140.5302685537,0,0,2025-06-09 11:52:40.391233
213,34.770008817466014,51.202826386154435,81652.38087468102,0,0,2025-06-09 11:53:40.391233
214,33.25695625652899,58.25732965533074,51695.9526782619,0,0,2025-06-09 11:54:40.391233
215,28.42365377679827,61.03117582445637,43698.72780801669,0,1,2025-06-09 11:55:40.391233
216,33.79484610246634,57.28703436852359,51323.57663730207,0,1,2025-06-09 11:56:40.391233
217,26.13587392731214,36.44296509872642,48104.58655989737,0,0,2025-06-09 11:57:40.391233
218,28.815906966299956,75.74586357762342,16860.670885225438,0,0,2025-06-09 11:58:40.391233
219,27.573182260854484,70.86480122890381,81049.60747570146,0,1,2025-06-09 11:59:40.391233
220,30.409370696931614,64.45759851217129,54915.7003476238,0,0,2025-06-09 12:00:40.391233
221,41.573292833367546,79.07490672553268,26738.016298978917,0,0,2025-06-09 12:01:40.391233
222,20.66367403704126,50.22635882516289,8649.533596031826,0,0,2025-06-09 12:02:40.391233
223,33.431300951872565,78.87625120626005,3448.015341393024,0,0,2025-06-09 12:03:40.391233
224,21.936420644051744,50.34785923249452,65409.608733750065,0,0,2025-06-09 12:04:40.391233
225,27.640340671052833,62.38737925291357,37620.4486318581,0,0,2025-06-09 12:05:40.391233
226,35.44475298483683,47.26162674865796,40901.98663789733,0,0,2025-06-09 12:06:40.391233
227,30.321400095477316,60.14694095544367,59763.08529077647,0,0,2025-06-09 12:07:40.391233
228,24.61127611035347,63.861664979983885,39679.036877964434,0,0,2025-06-09 12:08:40.391233
229,26.42348145370016,58.453096688654455,60930.48832107027,0,1,2025-06-09 12:09:40.391233
230,33.39798874467338,67.13877444090137,51905.28128753431,0,0,2025-06-09 12:10:40.391233
231,26.34816684141432,60.990144494872574,48317.40833701527,0,1,2025-06-09 12:11:40.391233
232,31.082292947909874,54.775852716224904,18544.99188617022,0,0,2025-06-09 12:12:40.391233
233,30.22785919951907,54.331866821976604,33605.372871222804,0,0,2025-06-09 12:13:40.391233
234,26.741998261970913,68.10913772615696,62050.70731173732,0,0,2025-06-09 12:14:40.391233
235,40.719720446626624,53.46257970193032,36359.56370271897,0,1,2025-06-09 12:15:40.391233
236,33.169595111590056,69.15402970484936,74107.39111568982,0,0,2025-06-09 12:16:40.391233
237,19.874287066711965,72.2271179283193,96928.02647986797,0,0,2025-06-09 12:17:40.391233
238,30.93227157384714,43.3128613765387,63127.70601682645,0,1,2025-06-09 12:18:40.391233
239,26.69106767615806,71.32926387301035,79856.63782730314,1,0,2025-06-09 12:19:40.391233
240,34.26216667398112,80.604226984447,64414.54476592137,0,0,2025-06-09 12:20:40.391233
241,26.037396307836495,62.52003761201929,39314.75954655624,0,0,2025-06-09 12:21:40.391233
242,29.426317792665504,65.99084185294822,54003.0332961485,0,0,2025-06-09 12:22:40.391233
243,32.524936394902284,70.37005324369159,90266.41892194885,0,0,2025-06-09 12:23:40.391233
244,34.32877597085061,57.24517684820978,39528.92514745098,0,0,2025-06-09 12:24:40.391233
245,23.998517964721117,61.822802235378695,29213.45402243852,0,0,2025-06-09 12:25:40.391233
246,28.327493820795258,46.858004703768906,27316.11153769461,0,0,2025-06-09 12:26:40.391233
247,27.62527344419522,61.38635028530451,45649.412323329016,0,0,2025-06-09 12:27:40.391233
248,26.73335383713144,64.98111995644541,29930.558227138758,0,0,2025-06-09 12:28:40.391233
249,38.82727120140548,65.16163022926469,83480.38854874476,0,0,2025-06-09 12:29:40.391233
250,32.024908554804774,70.6542472359758,54327.130691825754,0,1,2025-06-09 12:30:40.391233
251,23.695580228324772,52.25197821864471,69434.52619521006,0,0,2025-06-09 12:31:40.391233
252,34.58930973527388,54.67393243326504,44026.692188406036,0,0,2025-06-09 12:32:40.391233
253,40.610780985063165,78.95507345991355,27196.056044877634,0,0,2025-06-09 12:33:40.391233
254,35.16232630275574,58.4967162623629,23812.121091334455,0,0,2025-06-09 12:34:40.391233
255,22.403150170229935,62.00033787312328,31840.165156437582,0,0,2025-06-09 12:35:40.391233
256,27.578829635668743,59.32989958274779,56950.50988053422,0,1,2025-06-09 12:36:40.391233
257,36.334555745933116,51.783191736949775,60397.65863535895,0,0,2025-06-09 12:37:40.391233
258,26.461652671906094,76.23529210891806,62063.9214611737,0,0,2025-06-09 12:38:40.391233
259,32.219097140731144,54.72298588079394,20226.54632436286,0,0,2025-06-09 12:39:40.391233
260,33.87317026714668,48.7271447629307,49991.8162820346,0,0,2025-06-09 12:40:40.391233
261,25.365347642109583,55.492597226972485,29478.76338215215,0,0,2025-06-09 12:41:40.391233
262,29.702373219691,39.98293998274467,58029.31935169057,1,0,2025-06-09 12:42:40.391233
263,13.793663299654636,53.487125350168185,59581.541109949045,0,0,2025-06-09 12:43:40.391233
264,24.878061793328552,50.31871402147674,26556.539059471237,0,0,2025-06-09 12:44:40.391233
265,28.7371592430342,66.17428630927324,69360.59214392696,0,1,2025-06-09 12:45:40.391233
266,23.761084090175753,53.265857604401276,96776.4588305649,0,0,2025-06-09 12:46:40.391233
267,38.16205651965818,68.87803935578849,66696.71475169325,0,0,2025-06-09 12:47:40.391233
268,22.849293110196836,73.98483993069321,46743.319208977904,0,0,2025-06-09 12:48:40.391233
269,27.799777566515083,67.81175336287599,43669.08593580515,0,0,2025-06-09 12:49:40.391233
270,30.653702886430455,57.84611711139923,45818.72036654983,0,0,2025-06-09 12:50:40.391233
271,37.20636644533058,61.41114496705593,34785.323064459786,0,0,2025-06-09 12:51:40.391233
272,22.8206892441028,44.7501505985594,55047.96413304099,0,0,2025-06-09 12:52:40.391233
273,35.815818760774796,58.6622062747876,27230.748176913916,0,0,2025-06-09 12:53:40.391233
274,30.051165305097935,51.39561531933167,12206.044268041995,0,0,2025-06-09 12:54:40.391233
275,25.092456744760245,66.94326381149298,54392.03363627097,1,0,2025-06-09 12:55:40.391233
276,32.31051737131635,85.72752389244474,50424.66131551642,0,0,2025-06-09 12:56:40.391233
277,30.99529847786735,64.9982163597381,38576.59967125612,0,0,2025-06-09 12:57:40.391233
278,26.998915614206027,40.08859851045334,24346.067547792667,0,0,2025-06-09 12:58:40.391233
279,30.349010424950094,56.387698070856274,55794.8805382807,0,0,2025-06-09 12:59:40.391233
280,28.0734320156912,61.22490925374455,30196.499228590987,0,1,2025-06-09 13:00:40.391233
281,30.56758672625624,60.87357425260264,47221.11298269331,0,0,2025-06-09 13:01:40.391233
282,33.31065337260523,52.691868743912465,85299.4370825289,0,0,2025-06-09 13:02:40.391233
283,37.93008408072676,62.45291742636935,63023.79539150768,0,0,2025-06-09 13:03:40.391233
284,23.810922505865754,47.574991630806124,22617.34675236607,0,0,2025-06-09 13:04:40.391233
285,40.665166873281336,50.55091277314933,24502.96857975395,0,0,2025-06-09 13:05:40.391233
286,20.23956100238749,66.45797641603711,53036.38185487517,0,0,2025-06-09 13:06:40.391233
287,29.241074524822082,49.84336769120174,22493.586358819583,0,0,2025-06-09 13:07:40.391233
288,32.94158603242288,65.38211605492258,9965.490375314264,0,0,2025-06-09 13:08:40.391233
289,31.404959338675162,46.30536225343942,60647.440225934464,0,1,2025-06-09 13:09:40.391233
290,26.88650240089703,77.64825883791735,56418.71508641735,0,0,2025-06-09 13:10:40.391233
291,28.959388748213623,52.25730077595945,59011.966625582645,0,1,2025-06-09 13:11:40.391233
292,27.534995326705836,57.763334281965555,55260.70363635808,0,0,2025-06-09 13:12:40.391233
293,27.053176215278942,63.30613261090406,48693.7857665521,0,0,2025-06-09 13:13:40.391233
294,34.24801048510513,54.34650047498906,36756.22904646679,0,0,2025-06-09 13:14:40.391233
295,31.785077429825236,61.43405961071304,60322.69932175886,0,0,2025-06-09 13:15:40.391233
296,26.535452023696728,65.75356724520125,80597.66976810302,0,0,2025-06-09 13:16:40.391233
297,34.49799937716625,69.60613232503485,39975.41985113092,0,0,2025-06-09 13:17:40.391233
298,31.536497604383047,67.91497435972957,29585.195795834028,0,0,2025-06-09 13:18:40.391233
299,34.0643105941948,58.28189536197326,27297.611611775217,0,0,2025-06-09 13:19:40.391233
300,33.14814420961806,58.533682259563975,32665.395333325647,0,0,2025-06-09 13:20:40.391233
301,25.855024945389637,83.49108558025033,54051.970489521475,0,0,2025-06-09 13:21:40.391233
302,27.199094799015153,69.49889068249291,7207.448728928794,0,0,2025-06-09 13:22:40.391233
303,33.73646802561631,50.78176343679786,58783.40848864651,0,0,2025-06-09 13:23:40.391233
